X,Y,D,e8:ba:70:61:07:00,e8:ba:70:c2:41:92,e8:ba:70:61:25:54,e8:ba:70:c2:4e:32,e8:ba:70:61:25:50,e8:ba:70:61:25:53,e8:ba:70:9c:c7:33,e8:ba:70:9c:c7:35,e8:ba:70:c2:44:15,58:35:d9:aa:d5:e3,e8:ba:70:c2:44:12,e8:ba:70:61:07:03,58:35:d9:aa:d5:e5,e8:ba:70:61:07:02,58:35:d9:aa:99:e0,e8:ba:70:c2:44:35,e8:ba:70:c2:44:14,e8:ba:70:c2:4e:33,30:f7:72:5c:ed:28,e8:ba:70:c2:44:13,e8:ba:70:61:07:01,dc:a5:f4:b8:73:82,58:35:d9:aa:d5:e0,e8:ba:70:c2:44:31,58:35:d9:aa:d5:e2,14:dd:a9:70:e7:40,e8:ba:70:c2:41:95,e8:ba:70:c2:41:91,e8:ba:70:c2:4e:34,e8:ba:70:92:aa:b3,e8:ba:70:c2:41:93,58:35:d9:aa:d5:e4,58:35:d9:aa:99:e1,e8:ba:70:9c:c7:31,e8:ba:70:c2:44:33,e8:ba:70:c2:44:10,dc:a5:f4:b8:73:85,00:19:5b:1f:fd:30,e8:ba:70:61:07:04,e8:ba:70:9c:c7:32,58:35:d9:aa:99:e3,e8:ba:70:61:25:55,e8:ba:70:61:07:05,e8:ba:70:c2:41:90,e8:ba:70:c2:4e:30,e8:ba:70:c2:4e:35,00:26:5a:41:4e:88,58:35:d9:aa:d5:e1,e8:ba:70:c2:41:94,e8:ba:70:61:25:52,dc:a5:f4:b8:73:81,e8:ba:70:c2:4e:31,e8:ba:70:61:25:51,58:35:d9:aa:99:e2,00:26:5a:41:4e:8a,e8:ba:70:c2:44:11,14:dd:a9:70:cc:60,dc:a5:f4:b8:73:80,e8:ba:70:9c:c7:30,e8:ba:70:c2:44:34,e8:ba:70:9c:c7:34,48:ee:0c:ee:27:e4,e8:ba:70:c2:44:32,dc:a5:f4:b8:73:83,dc:a5:f4:b8:73:84,58:35:d9:aa:99:e4,
10,6,3,-66,-33.0,-51.5,-49.5,-61.5,0.0,-49.5,-37.0,0.0,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,0.0,0.0,-62.0,-61.5,0.0,0.0,-64.25,0.0,0.0,0.0,-50.75,-51.5,-68.75,-61.5,0.0,-51.5,0.0,0.0,0.0,0.0,0.0,-65.0,-20.5,0.0,0.0,0.0,-49.5,-33.0,-52.0,-62.0,-61.5,-68.5,0.0,-69.25,0.0,-48.75,-61.0,-49.5,0.0,0.0,0.0,0.0,-63.5,0.0,0.0,0.0,-75.0,0.0,-61.75,-64.25,0.0
11,6,3,-67,-33.25,-68.0,-16.5,-63.0,0.0,-16.5,-51.5,-33.0,0.0,0.0,0.0,-16.5,0.0,-65.0,0.0,0.0,0.0,-62.75,-81.25,0.0,-16.5,-66.0,0.0,0.0,0.0,-51.5,-68.75,-68.75,-62.5,0.0,-68.75,0.0,0.0,-33.0,0.0,0.0,-64.25,-61.5,-65.0,0.0,0.0,-16.5,-16.5,-17.5,-62.5,-63.0,-69.5,0.0,-69.25,0.0,-66.0,-62.75,-16.5,0.0,0.0,0.0,-37.0,-63.75,-33.0,0.0,0.0,-54.75,0.0,-63.5,-65.75,0.0
12,6,3,-68,-67.5,-17.0,0.0,-64.0,0.0,0.0,-16.5,-16.5,0.0,-20.0,0.0,-56.0,0.0,-62.75,0.0,0.0,0.0,-64.0,-60.25,0.0,-65.75,-65.0,0.0,0.0,0.0,-50.0,-17.25,-17.25,-63.5,0.0,-17.25,0.0,0.0,-53.0,0.0,0.0,-65.75,0.0,-62.75,0.0,0.0,0.0,-34.0,0.0,-64.5,-64.0,-62.75,0.0,-17.25,0.0,-65.5,-63.75,0.0,0.0,0.0,0.0,-81.25,-66.0,-16.5,0.0,0.0,-74.0,0.0,-63.75,-67.0,0.0
13,6,3,-66,-33.5,0.0,-51.0,-67.0,0.0,0.0,-44.25,-44.25,0.0,-60.0,0.0,-63.5,0.0,-47.25,0.0,0.0,0.0,-67.0,-78.5,0.0,-62.5,-67.5,0.0,0.0,0.0,-54.5,0.0,0.0,-66.75,0.0,0.0,0.0,0.0,-44.25,0.0,0.0,-68.0,0.0,-63.0,-44.25,0.0,0.0,-64.0,0.0,-67.0,-67.0,-60.75,0.0,0.0,0.0,-69.5,-66.75,0.0,0.0,0.0,0.0,-77.0,-68.75,-44.25,0.0,-44.25,-71.5,0.0,-67.75,-69.0,0.0
14,6,3,-60,-63.5,0.0,-17.0,-69.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.75,0.0,-47.0,0.0,0.0,0.0,-66.5,-58.5,0.0,-63.0,-67.0,0.0,0.0,0.0,-67.0,0.0,0.0,-67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.5,0.0,-62.25,0.0,0.0,0.0,-63.0,0.0,-66.5,-66.5,-57.0,0.0,0.0,0.0,-64.5,-66.5,0.0,0.0,0.0,0.0,-19.0,-66.0,0.0,0.0,0.0,-81.25,0.0,-64.5,-66.75,0.0
9,7,2,0,-15.0,-66.0,0.0,-51.25,-32.5,-34.0,0.0,0.0,0.0,0.0,0.0,-45.75,0.0,-15.0,0.0,0.0,0.0,-50.75,-42.5,0.0,-15.0,-69.0,0.0,0.0,0.0,-51.5,-33.0,-66.0,-50.75,0.0,-65.5,0.0,0.0,0.0,0.0,0.0,-47.5,0.0,-15.0,0.0,0.0,0.0,-15.0,-65.5,-50.75,-51.5,-75.0,0.0,-32.5,-47.5,-66.0,-50.75,-47.5,0.0,0.0,0.0,-57.75,-49.75,0.0,0.0,0.0,-60.25,0.0,-65.5,-50.25,0.0
10,7,2,-66,-34.5,-66.5,0.0,-68.5,-32.5,-34.0,0.0,0.0,0.0,0.0,0.0,-65.75,0.0,-51.0,0.0,0.0,0.0,-49.5,-42.5,0.0,-16.75,-67.0,0.0,0.0,0.0,-52.5,-67.0,-66.5,-69.0,0.0,-65.5,0.0,0.0,0.0,0.0,0.0,-68.5,0.0,-16.25,0.0,0.0,0.0,-35.0,-66.0,-68.5,-69.0,-70.0,0.0,-67.0,-32.0,-69.75,-68.5,-32.0,0.0,0.0,0.0,-38.5,-68.5,0.0,0.0,0.0,-40.5,0.0,-69.0,-68.5,0.0
11,7,1,-67,-66.5,-71.25,-54.0,-66.25,-53.25,-53.25,-52.5,0.0,0.0,0.0,0.0,-66.5,0.0,-51.75,0.0,0.0,0.0,-66.5,-41.0,0.0,-50.25,-63.0,0.0,0.0,0.0,-47.75,-34.0,-51.25,-66.0,0.0,-51.25,-65.25,0.0,-52.5,0.0,0.0,-63.0,-64.5,-51.75,0.0,0.0,-53.25,-51.0,-34.0,-64.75,-66.75,-69.25,0.0,-34.5,0.0,-64.75,-66.25,0.0,0.0,0.0,0.0,-82.5,-63.25,0.0,0.0,0.0,-80.5,0.0,-63.75,-63.75,0.0
12,7,1,-69,-66.0,-51.75,-34.25,-62.5,0.0,0.0,0.0,0.0,0.0,-44.0,0.0,-69.0,0.0,-65.25,0.0,0.0,0.0,-62.0,0.0,0.0,-66.25,-67.75,0.0,0.0,0.0,-54.75,0.0,-51.75,-62.0,0.0,-51.75,0.0,0.0,0.0,0.0,0.0,-68.0,0.0,-68.25,0.0,0.0,0.0,-66.25,0.0,-62.5,-64.75,-65.5,0.0,0.0,-17.0,-67.75,-62.5,-17.0,0.0,0.0,0.0,-81.0,-67.5,0.0,0.0,0.0,-54.75,0.0,-67.25,-67.25,0.0
13,7,1,-65,-65.5,0.0,-51.0,-62.75,0.0,-49.5,-65.5,-31.5,0.0,-44.0,0.0,-66.5,0.0,-66.25,0.0,0.0,0.0,-62.5,-40.0,0.0,-66.0,-66.5,0.0,0.0,0.0,-58.0,0.0,0.0,-62.5,0.0,0.0,0.0,0.0,-31.5,0.0,0.0,-65.5,0.0,-66.25,-31.5,0.0,0.0,-66.25,0.0,-62.5,-62.75,-60.0,0.0,0.0,-50.25,-66.5,-62.75,-51.0,0.0,0.0,0.0,-39.0,-65.5,0.0,0.0,-65.5,-75.5,0.0,-65.5,-65.5,0.0
14,7,1,-64,-64.25,0.0,0.0,-64.25,0.0,-51.75,-65.5,-65.0,0.0,0.0,0.0,-65.25,0.0,-64.5,0.0,0.0,0.0,-66.0,-58.5,0.0,-64.25,-67.25,-66.0,0.0,0.0,-63.0,0.0,0.0,-66.0,0.0,0.0,0.0,0.0,-65.5,0.0,0.0,-68.0,0.0,-64.25,-65.5,0.0,-51.0,-64.5,0.0,-62.75,-66.0,-57.5,0.0,0.0,0.0,-68.25,-66.25,0.0,0.0,0.0,0.0,-59.25,-68.0,-48.75,0.0,-48.0,-74.0,0.0,-69.0,-67.75,0.0
9,8,1,0,-46.5,0.0,-32.5,-50.75,-32.0,-32.0,-49.5,-49.5,0.0,0.0,0.0,-63.5,0.0,-47.5,0.0,0.0,0.0,-50.5,-38.0,0.0,-46.5,-64.0,-22.0,0.0,0.0,-58.75,-18.5,0.0,-50.0,0.0,0.0,0.0,0.0,-16.75,0.0,0.0,-63.0,0.0,-46.75,-49.5,0.0,-32.0,-47.0,-18.25,-50.25,-50.0,-68.0,0.0,0.0,-32.0,-64.25,-50.75,-32.0,0.0,0.0,0.0,-41.0,-65.0,0.0,0.0,0.0,-59.25,0.0,-68.0,-64.25,0.0
10,8,1,0,0.0,-54.75,-46.5,-69.5,-46.5,-63.5,0.0,0.0,0.0,0.0,0.0,-63.0,0.0,0.0,0.0,0.0,0.0,-49.5,-62.25,0.0,0.0,-65.5,-42.5,0.0,0.0,-56.0,-72.0,-72.0,-50.0,0.0,-54.75,0.0,0.0,0.0,0.0,0.0,-65.75,0.0,-54.0,0.0,0.0,-46.5,0.0,-54.75,-32.5,-49.25,-71.5,0.0,0.0,-46.5,-65.25,-67.25,-46.5,0.0,0.0,0.0,-60.5,-65.75,0.0,0.0,0.0,-57.75,0.0,-67.25,-65.75,0.0
11,8,1,-64,-32.0,-35.0,0.0,-63.25,0.0,-51.0,0.0,0.0,0.0,0.0,0.0,-64.75,0.0,-32.5,0.0,0.0,0.0,-62.5,-59.25,0.0,-32.5,-69.0,0.0,0.0,0.0,-56.75,-69.5,-69.5,-62.5,0.0,-35.5,0.0,0.0,0.0,0.0,0.0,-69.0,-60.0,-49.75,0.0,0.0,-67.0,-32.5,-35.0,-62.5,-62.5,-63.0,0.0,-35.0,-51.0,-68.75,-63.25,0.0,0.0,0.0,0.0,-78.25,-69.5,0.0,0.0,0.0,-56.25,0.0,-69.0,-69.5,0.0
12,8,1,-72,-69.5,-35.0,-32.0,-60.0,-32.0,-32.25,0.0,0.0,0.0,0.0,0.0,-65.0,0.0,-69.5,0.0,0.0,0.0,-59.75,0.0,0.0,-69.0,-73.0,0.0,0.0,0.0,-68.25,-35.0,-35.5,-60.25,0.0,-35.5,0.0,0.0,0.0,0.0,0.0,-68.75,0.0,-69.5,0.0,0.0,-65.0,-32.5,-35.0,-60.0,-60.25,-67.5,0.0,-35.0,-32.0,-70.75,-60.0,-32.0,0.0,0.0,0.0,-39.5,-69.75,0.0,0.0,0.0,-76.25,0.0,-68.5,-73.25,0.0
13,8,1,-62,-64.25,0.0,-16.0,-62.5,-16.0,-48.0,-34.75,-34.5,0.0,0.0,0.0,-45.75,0.0,-64.5,0.0,0.0,0.0,-61.25,0.0,0.0,-64.5,-71.0,0.0,0.0,0.0,-63.0,0.0,0.0,-62.5,0.0,0.0,0.0,0.0,-34.5,0.0,0.0,-69.5,0.0,-64.5,0.0,0.0,-16.0,-46.5,0.0,-62.75,-62.5,-61.5,0.0,0.0,-16.0,-69.25,-62.5,-48.5,0.0,0.0,0.0,-63.0,-71.25,-34.5,0.0,0.0,-57.5,0.0,-69.0,-71.25,0.0
14,8,1,0,-48.5,0.0,0.0,-65.0,0.0,0.0,-66.25,-66.0,0.0,0.0,0.0,-61.25,0.0,-64.0,0.0,0.0,0.0,-67.75,0.0,0.0,-31.0,-67.0,0.0,0.0,0.0,-61.75,0.0,0.0,-65.0,0.0,0.0,0.0,0.0,-66.0,0.0,0.0,-69.5,0.0,-64.0,-48.5,0.0,0.0,-62.0,0.0,-65.5,-65.0,-64.75,0.0,0.0,0.0,-67.5,-65.0,-49.25,0.0,0.0,0.0,-42.0,-68.0,-51.75,0.0,-48.75,-77.25,0.0,-68.75,-68.0,0.0
